customer_id,name,email,phone,location,signup_date,is_premium,preferred_cuisine,total_orders,average_rating
3ffb51bc-e79f-4acb-8d35-f38ddc99ab65,Jasmit Banik,nmishra@example.org,09115906102,"15/692, Kata Path, Chennai, Tamil Nadu",2022-12-10,No,Indian,18,3.13
2be8f569-8417-4e90-ae55-a4bbf6163b0d,Reyansh Som,ijaya44@example.org,+912923141261,"26/58, Tank Path, Chennai, Tamil Nadu",2023-02-21,No,Italian,31,3.29
67822037-9e14-4394-82c9-b39fd6d0c76f,Gayathri Butala,azaanwali@example.com,+916545010134,"H.No. 41, Kanda Marg, Chennai, Tamil Nadu",2023-06-08,No,Thai,19,1.61
61ab5ce5-f917-4327-a4b5-bdb67add473c,Zaid Prasad,fsetty@example.com,2030111186,"277
Cherian, Chennai, Tamil Nadu",2021-12-15,No,Thai,5,1.42
e08f0211-c8f6-4d85-9343-86e9cc1e1f70,Nikita Dutt,upasna18@example.org,02393959851,"H.No. 405, Bandi Path, Chennai, Tamil Nadu",2021-12-23,No,Italian,32,1.14
60b655bf-81f1-4caf-868f-7c1079a805ab,Zansi Narayanan,kalabhakta@example.org,06467350302,"H.No. 771, Doctor Nagar, Chennai, Tamil Nadu",2023-07-10,No,Mexican,8,1.45
580b97a6-e9ed-4315-9a43-c595e43d78f7,Dipta Sule,aayush41@example.org,02565118822,"126
Choudhary Path, Chennai, Tamil Nadu",2023-10-21,Yes,Italian,34,4.05
9ab5e357-52d2-45f9-b599-d81ebc14b491,Anay Bala,harshvig@example.net,03197861688,"04/12
Chahal Path, Chennai, Tamil Nadu",2024-11-18,Yes,Indian,7,4.78
e99623ca-1cc6-4471-bd87-5e0360bd649e,Ikbal Rajan,surabhavya@example.com,03939352342,"47/62, Kapadia Zila, Chennai, Tamil Nadu",2024-11-07,Yes,American,13,1.56
90204266-59b6-4e85-b1f0-6996b802a53a,Orinder Murty,zehaanmistry@example.com,2073712859,"86/33
Deshmukh Circle, Chennai, Tamil Nadu",2023-05-15,Yes,American,13,2.47
f0cda138-c181-4260-823e-223c41df50cc,Tripti Mandal,vrinda44@example.com,8676711856,"57/723, Shroff, Chennai, Tamil Nadu",2022-08-01,Yes,Thai,23,3.71
10542d54-827d-40ec-80ab-682bc7626173,Janaki Sama,oraman@example.org,+919701547954,"45/819
Trivedi Road, Chennai, Tamil Nadu",2024-01-23,Yes,Mexican,21,4.89
d8494bf2-946c-4049-a466-07725b306ce9,Praneel Kala,chandranchandresh@example.org,04915702613,"08/10, Dutt Street, Chennai, Tamil Nadu",2023-10-09,No,Chinese,37,3.47
e8ef1ebb-f430-47f7-bcc4-ddcdd7e03dfd,Neha Jhaveri,udant39@example.org,8611715621,"H.No. 376, Varty Road, Chennai, Tamil Nadu",2020-08-31,No,Mexican,24,3.52
175d2a3a-11c3-42a6-99cc-4a2d640a6fe3,Geetika More,inadig@example.com,04906843228,"52/650, Lal Zila, Chennai, Tamil Nadu",2024-09-17,Yes,Mexican,12,2.36
0c9a9bf6-4076-43f4-b633-18d7cd5f639e,Utkarsh Kannan,joshua69@example.org,2917323175,"22
Dasgupta Marg, Chennai, Tamil Nadu",2023-09-17,Yes,Mexican,17,2.27
3df5315c-aa88-455c-ae78-00c07c3206c3,Deepa Singhal,xchopra@example.org,5431844435,"78
Gole Path, Chennai, Tamil Nadu",2020-12-17,No,Italian,5,1.15
324be0c8-b390-4ea2-bb8d-0420359a3dea,Vasana Anne,amruta79@example.net,2030877855,"64/952
Narain Circle, Chennai, Tamil Nadu",2023-04-06,No,Chinese,48,2.57
6348f109-c56e-45b8-8f27-b2f764caa084,Udarsh Kunda,balisaiah@example.org,08358352665,"81/869, Magar Marg, Chennai, Tamil Nadu",2020-03-17,No,American,7,2.66
d20c7cf9-fd28-46a7-9e6d-2176c5a4a036,Triveni Deol,sundercharita@example.net,+918408070175,"210, Varughese, Chennai, Tamil Nadu",2024-05-31,Yes,Thai,41,3.45
8039a83d-7a8e-4e9d-b618-cee9421b0bb9,Samarth Krishnamurthy,mittallakshmi@example.org,+910312389397,"90, Amble Zila, Chennai, Tamil Nadu",2023-11-18,Yes,Italian,16,2.74
1651ef6e-89ff-4a5e-a09d-312b356c056f,Daniel Gulati,lvala@example.org,04870139217,"H.No. 48
Baral Chowk, Chennai, Tamil Nadu",2023-08-05,Yes,Italian,21,4.97
58bc623e-bde4-44ca-a1c6-de953d951d88,Zinal Kohli,isaacbhagat@example.org,01976223185,"75/672, Dora Road, Chennai, Tamil Nadu",2020-03-20,No,American,14,4.12
92dd925f-21d5-4ff4-977c-9087bdb5b2d4,Hamsini Kadakia,tchander@example.com,+919986842479,"432, Balan Zila, Chennai, Tamil Nadu",2024-06-22,No,Mexican,20,2.21
fbbd875c-1f24-426b-842d-85a7ccd93483,Bhavini Mukhopadhyay,upkaar28@example.com,+912214420687,"13
Majumdar, Chennai, Tamil Nadu",2024-06-12,No,Thai,48,3.32
17d7a524-bcba-409e-9b6d-fb82aca6d37d,Amruta Mangat,niharikagrewal@example.com,3124374398,"231
Patil Chowk, Chennai, Tamil Nadu",2021-04-26,No,American,2,2.12
78e6e91e-d7ba-4891-96f0-4cd6577f76f4,Aarini Hayer,samaksh94@example.com,4232216225,"41/711, Date Marg, Chennai, Tamil Nadu",2022-12-20,Yes,American,48,1.7
1a19bc6a-54ab-4b8a-8c4d-42965621be30,Finn Seshadri,agastyaraja@example.com,5489587853,"H.No. 51, Kanda Street, Chennai, Tamil Nadu",2020-10-18,No,Thai,49,3.32
d6210384-479a-42e9-ad73-8bc88be5efaf,Vihaan Kapadia,yanne@example.org,01370043755,"53
Parmar Road, Chennai, Tamil Nadu",2023-02-04,No,Italian,24,3.03
ffc30d51-9490-429f-bcc7-3b8676dad7b7,Hritik Sekhon,ybanerjee@example.net,+910971661567,"449, Kale, Chennai, Tamil Nadu",2024-04-11,No,Chinese,32,4.27
72ddb985-a2c1-4244-a86f-d1cd6445aca7,Mitali Salvi,jananibir@example.net,01842826702,"H.No. 04
Lanka Marg, Chennai, Tamil Nadu",2022-08-19,Yes,Mexican,20,3.92
487d3033-c29a-4931-a06f-a021e4b7b67c,Siddharth Ghose,vsubramanian@example.net,+914658171160,"28/488, Sane Chowk, Chennai, Tamil Nadu",2024-11-12,Yes,Italian,16,4.15
956087db-3bd1-41bd-b24e-bcb1bfa6bfb9,Charvi Gole,wazirbala@example.org,3691822770,"23/628
Kuruvilla Nagar, Chennai, Tamil Nadu",2023-04-26,Yes,Indian,45,1.36
b5b84e0b-875c-4d55-981a-a220ec3fe00a,Sanya Kade,vedhikamuni@example.org,+911537291180,"66/262, Raja Ganj, Chennai, Tamil Nadu",2023-12-17,Yes,American,24,1.83
759103b6-a538-4068-a7c3-7769f30babe9,Mugdha Majumdar,patelrobert@example.com,5935250633,"46/335
Vasa Street, Chennai, Tamil Nadu",2020-09-29,No,Italian,13,4.38
6d0fa992-2cfc-4752-bea8-d36ca537ccb4,Jai Zachariah,aishani31@example.com,+915474984322,"272
Murthy Chowk, Chennai, Tamil Nadu",2024-05-17,No,Thai,49,3.98
44a30767-a1ea-466d-b5eb-851207f2c203,Dhriti Bali,obaral@example.net,7566509831,"195, Khalsa Zila, Chennai, Tamil Nadu",2021-04-11,Yes,Italian,1,2.7
dba37b9b-54b1-481e-994e-ae60b8c02408,Netra Rege,azaandutta@example.org,+919276746005,"08/431, Sidhu Street, Chennai, Tamil Nadu",2020-08-17,Yes,Chinese,49,3.69
6e5b7013-ed74-4f6d-98c6-0c0e3192e6cd,Jyoti Doshi,champakanne@example.net,01002283691,"H.No. 431
Sehgal Zila, Chennai, Tamil Nadu",2021-09-29,No,Thai,24,4.16
48c39094-af7a-41bc-81b8-1303d2777a8e,Charan Anne,pallaadweta@example.net,07448670943,"H.No. 907
Sahota Chowk, Chennai, Tamil Nadu",2024-07-17,No,Italian,24,2.19
ec7eac8f-9f03-4712-9a47-7cab0806943d,Qushi Bala,pallavikeer@example.com,04247882947,"40/37, Gaba Zila, Chennai, Tamil Nadu",2023-07-10,Yes,Thai,27,1.09
f67bfd92-6120-4507-bb33-8e0db2ab8fbe,Mitesh Koshy,senshivani@example.com,01928516779,"36/93, Om Chowk, Chennai, Tamil Nadu",2022-09-09,No,American,18,2.69
6a0e4042-9ffd-46c0-961c-7c9a34900072,Charan Raja,rajagopalanzehaan@example.org,09306088995,"H.No. 613
Sura Chowk, Chennai, Tamil Nadu",2020-02-23,Yes,American,23,1.62
11bef431-ca5c-4de2-ab43-30a89efcf265,Gunbir Misra,valaforum@example.com,05955216069,"17
Thakur Marg, Chennai, Tamil Nadu",2023-09-17,Yes,American,28,1.52
f0c05159-cd73-4b12-9a1f-5d01a0aff153,Ijaya Kapur,xmutti@example.net,+919754846740,"83/648
Sengupta Street, Chennai, Tamil Nadu",2024-02-21,No,Indian,42,3.46
ff9065a8-feac-4e4e-a5bb-ccf7bb89d426,Yash Gara,issacyashvi@example.com,06748609535,"H.No. 29, Sarma Marg, Chennai, Tamil Nadu",2023-03-29,No,Indian,40,4.52
118edaf6-7eba-479c-874e-6871091dcd3d,Balendra Gara,reyansh81@example.net,09040596761,"15/964
Om Chowk, Chennai, Tamil Nadu",2020-09-19,Yes,Thai,39,2.63
9f9f546c-bd92-4824-9015-3cce3220fcb5,Anjali Choudhary,jananichander@example.org,03525631155,"33/86
Bose Chowk, Chennai, Tamil Nadu",2024-07-27,No,Italian,40,3.18
c4aebd33-9d34-4a06-898c-08c129760162,Brinda Varkey,triyahanda@example.net,+917129661725,"81/786
Sem Path, Chennai, Tamil Nadu",2021-04-08,No,American,11,1.38
b581f2de-71ce-42b9-8609-e46378bc73b1,Lila Ahluwalia,arorakritika@example.org,02981174534,"01/067, Bose Zila, Chennai, Tamil Nadu",2020-02-27,No,Thai,28,3.14
cda7c5f5-24a6-49f5-b701-20ea7498fa54,Agastya Reddy,udant62@example.com,+919690028464,"379, Wable Path, Chennai, Tamil Nadu",2023-10-09,No,American,50,2.76
8db992d9-faf9-48c5-a90d-96b4fb6ea7ab,Lila Keer,gabrielshan@example.com,0087244667,"485
Pathak Nagar, Chennai, Tamil Nadu",2023-02-08,No,Italian,21,2.28
ce61f54e-426b-49c2-a317-2ef55dfeb6c2,Kalpit Pai,chokshichanchal@example.com,06933445304,"57/207
Wason Circle, Chennai, Tamil Nadu",2022-12-20,Yes,Indian,49,2.4
6d93a142-c463-4253-8cf1-1007ffd0f5f3,Nisha Ravel,tellaarin@example.net,+910992996858,"162, Bora Marg, Chennai, Tamil Nadu",2023-08-27,No,American,46,1.08
1f744611-ea7e-4041-9cf4-99e7dbc58f9e,Ikbal Gupta,warinderbakshi@example.org,04688814746,"H.No. 236
Baral Zila, Chennai, Tamil Nadu",2020-11-05,No,Italian,28,2.04
bc2b1f4d-7360-4087-9c62-f51c56c3a6cd,Jack Sangha,patrick96@example.net,5078583060,"66
Bath, Chennai, Tamil Nadu",2020-01-24,No,Mexican,31,1.22
fcec8cde-eb2d-41e0-b5b9-6a4ad205ef09,Pranit Purohit,routmaya@example.com,+910719994475,"91
Tandon Street, Chennai, Tamil Nadu",2020-03-13,Yes,Mexican,20,2.14
9d968fd3-1748-46c7-8544-762719c6f9a4,Maya Gala,chandani74@example.com,0027984634,"91/68, Bail Ganj, Chennai, Tamil Nadu",2023-12-30,No,Chinese,33,3.2
